0	 -2.423602
1	 -2.758729
2	 -3.114969
3	 -3.294267
4	 -3.340321
5	 -3.349894
6	 -3.353444
7	 -3.354917
8	 -3.355643
9	 -3.356044
10	 -3.356285
11	 -3.356442
